,x-acc,y-acc,z-acc,x-gyro,y-gyro,z-gyro,x-mag,y-mag,z-mag
0,-2.2471323,-2.1733327,-1.1538359,-0.8820246,-0.5871001,1.1310103,0.42780456,1.1255378,0.13345607
1,2.023631,2.3365428,0.41909257,-0.2901909,0.12588714,-1.4624274,0.42780456,1.1255378,0.13345607
2,2.023631,2.3365428,0.41909257,0.37025183,0.6188675,-3.329118,0.42780456,1.1255378,0.13345607
3,2.023631,2.3365428,0.41909257,0.6697825,1.0786757,-3.8249397,0.22380695,1.2479703,0.10814703
4,-0.2967816,-0.94754505,-2.6289594,-0.27559915,0.5467681,-3.0799835,0.22380695,1.2479703,0.10814703
5,-0.2967816,-0.94754505,-2.6289594,-1.2050508,-0.9179543,-0.7363601,0.22380695,1.2479703,0.10814703
6,-0.2967816,-0.94754505,-2.6289594,-1.3086244,-1.2266669,0.8845612,0.1271764,1.3053606,0.1840742
7,0.8438499,0.68886214,-0.48028558,-1.3725605,-1.3360969,1.4814447,0.1271764,1.3053606,0.1840742
8,0.8438499,0.68886214,-0.48028558,-1.4113305,-1.2999139,1.224559,0.1271764,1.3053606,0.1840742
9,0.8438499,0.68886214,-0.48028558,-1.2094252,-1.2090343,1.1697624,0.32580575,1.2135361,0.24915461
10,0.91057205,1.7135595,0.31452703,-0.77181184,-0.68803865,0.9156931,0.32580575,1.2135361,0.24915461
11,0.91057205,1.7135595,0.31452703,-0.52916175,-0.11410812,0.39244285,0.32580575,1.2135361,0.24915461
12,0.91057205,1.7135595,0.31452703,-0.45437145,0.10825468,0.06363075,0.3687526,1.1370158,0.29254156
13,0.9847368,0.5783941,-1.0197077,-0.68646914,-0.09632944,-0.35800883,0.3687526,1.1370158,0.29254156
14,0.9847368,0.5783941,-1.0197077,-0.84298927,-0.29959273,-0.4615608,0.3687526,1.1370158,0.29254156
15,0.9847368,0.5783941,-1.0197077,-0.900241,-0.34874395,-0.33986592,0.34727916,1.1178857,0.36485308
