,x-acc,y-acc,z-acc,x-mag,y-mag,z-mag
0,-1.1408648,-1.4527061,1.281082,0.967181,1.3015589,-1.0228027
1,-1.0990722,-1.657622,1.2402972,0.9683989,1.300721,-1.0228027
2,-1.0990722,-1.657622,1.2402972,0.9701388,1.2995241,-1.0228027
3,-1.0366944,-1.6672457,1.2004466,0.9711827,1.2988058,-1.0228027
4,-0.8620362,-1.6941925,1.0888649,0.9711827,1.2988058,-1.0228027
5,-0.8620362,-1.6941925,1.0888649,0.9711827,1.2988058,-1.0228027
6,-0.87051535,-1.6820729,1.0722615,0.9711827,1.2988058,-1.0228027
7,-0.92704326,-1.6012751,0.9615717,0.9711827,1.2988058,-1.0228027
8,-0.9468279,-1.5729959,0.9228303,0.9740728,1.2968175,-1.0259676
9,-0.9468279,-1.5729959,0.9228303,0.978519,1.2937586,-1.0308367
10,-0.96374387,-1.4339675,1.063536,0.979186,1.2932998,-1.031567
11,-0.98066,-1.294939,1.2042419,0.9788525,1.2932998,-1.0322974
12,-0.98066,-1.294939,1.2042419,0.97774094,1.2932998,-1.034732
13,-1.0207673,-1.3549962,1.2058702,0.97718513,1.2932998,-1.0359492
14,-1.13536,-1.5265881,1.2105225,0.97718513,1.2932998,-1.0359492
15,-1.1582783,-1.5609065,1.211453,0.97718513,1.2932998,-1.0359492
16,-1.1522688,-1.5389546,1.2091757,0.97718513,1.2932998,-1.0359492
17,-1.1122044,-1.3926089,1.1939945,0.97718513,1.2932998,-1.0359492
18,-1.0821562,-1.2828496,1.1826087,0.97787505,1.2937745,-1.0367048
19,-1.0821562,-1.2828496,1.1826087,0.98063487,1.295673,-1.0397269
20,-0.933495,-1.325326,1.1952767,0.9811868,1.2960528,-1.0403314
21,-0.7047857,-1.3906742,1.2147661,0.9811868,1.2960528,-1.0403314
22,-0.6590438,-1.403744,1.2186639,0.98000115,1.2944213,-1.0585093
23,-0.79615885,-1.4019306,1.100682,0.979186,1.2932998,-1.0710067
24,-1.2532091,-1.3958858,0.7074089,0.979186,1.2932998,-1.0710067
25,-1.5731441,-1.3916545,0.43211773,0.979186,1.2932998,-1.0710067
26,-1.5425941,-1.3848213,0.46788302,0.979186,1.2932998,-1.0710067
27,-1.2370942,-1.3164897,0.8255359,0.979186,1.2932998,-1.0710067
28,-0.9315942,-1.2481582,1.1831887,0.979186,1.2932998,-1.0710067
29,-0.8704942,-1.2344918,1.2547193,0.9839879,1.2866924,-1.0885353
30,-0.9455684,-1.3954127,1.2490759,0.9851884,1.2850406,-1.0929174
31,-1.0706918,-1.663614,1.23967,0.9851884,1.2850406,-1.0929174
32,-1.1582783,-1.851355,1.2330861,0.9894255,1.2801822,-1.0913708
33,-1.1267891,-1.7758446,1.1629514,0.9971934,1.2712753,-1.0885353
34,-1.0218252,-1.5241425,0.9291688,0.9971934,1.2712753,-1.0885353
35,-0.91686106,-1.2724406,0.69538623,0.9971934,1.2712753,-1.0885353
36,-0.91770345,-1.2450224,0.6793906,0.9971934,1.2712753,-1.0885353
37,-1.0632703,-1.397837,0.884463,0.9971934,1.2712753,-1.0885353
38,-1.2088374,-1.5506518,1.0895355,0.9971934,1.2712753,-1.0885353
39,-1.3107342,-1.657622,1.2330861,1.0103987,1.2597125,-1.0859059
40,-1.2605313,-1.5417489,1.2330861,1.0192024,1.2520039,-1.0841532
41,-1.1832963,-1.363483,1.2330861,1.0192024,1.2520039,-1.0841532
42,-1.1060612,-1.1852169,1.2330861,1.0192024,1.2520039,-1.0841532
43,-1.1087818,-1.187816,1.2282012,1.0292064,1.2409917,-1.0972997
44,-1.1606896,-1.2971083,1.2142442,1.0292064,1.2409917,-1.0972997
45,-1.2125973,-1.4064007,1.2002875,1.0292064,1.2409917,-1.0972997
46,-1.2484018,-1.4833436,1.189376,1.0292064,1.2409917,-1.0972997
