,x-acc,y-acc,z-acc,x-mag,y-mag,z-mag
0,-1.0349452,-1.1081614,1.3273181,1.2242491,1.1453962,-1.2027758
1,-1.0489843,-1.1125453,1.3227167,1.2095412,1.1414449,-1.2176517
2,-1.0489843,-1.1125453,1.3227167,1.1922377,1.1367961,-1.2351528
3,-1.0221269,-1.1069542,1.3007097,1.187912,1.135634,-1.2395282
4,-0.9928279,-1.1008552,1.2767023,1.1812863,1.1346326,-1.2489518
5,-0.9928279,-1.1008552,1.2767023,1.1647224,1.1321295,-1.272511
6,-1.0044751,-1.0921959,1.275339,1.1556122,1.1307528,-1.2854686
7,-1.0627115,-1.0488994,1.2685219,1.1556122,1.1307528,-1.2854686
8,-1.0714469,-1.0424049,1.2674994,1.1556122,1.1307528,-1.2854686
9,-1.0721076,-1.0437803,1.266958,1.1556122,1.1307528,-1.2854686
10,-1.0787143,-1.0575333,1.2615446,1.1556122,1.1307528,-1.2854686
11,-1.0826782,-1.0657849,1.2582966,1.1458244,1.1295695,-1.2932645
12,-1.0826782,-1.0657849,1.2582966,1.1213549,1.1266112,-1.3127545
13,-1.0509663,-1.0657849,1.2615446,1.1152377,1.1258717,-1.317627
14,-0.99811316,-1.0657849,1.266958,1.1152377,1.1258717,-1.317627
15,-0.9928279,-1.0657849,1.2674994,1.091013,1.1273359,-1.336922
16,-0.99164563,-1.0670158,1.2636245,1.0748631,1.1283122,-1.3497853
17,-0.9857344,-1.0731682,1.24425,1.0748631,1.1283122,-1.3497853
18,-0.9815965,-1.0774752,1.2306879,1.0748631,1.1283122,-1.3497853
19,-0.98236233,-1.0772094,1.2294278,1.0748631,1.1283122,-1.3497853
20,-0.9976777,-1.0718958,1.2042243,1.0748631,1.1283122,-1.3497853
21,-1.0129932,-1.0665822,1.179021,1.0748631,1.1283122,-1.3497853
22,-1.0152905,-1.0657849,1.1752406,1.0530242,1.1245404,-1.3568851
23,-1.0209061,-1.0745525,1.170639,1.0466008,1.1234311,-1.3589734
24,-1.0311164,-1.0904934,1.1622728,1.0466008,1.1234311,-1.3589734
25,-1.0377531,-1.1008552,1.1568347,1.040457,1.1219455,-1.3575752
26,-1.0377531,-1.1008552,1.1568347,1.0264136,1.11855,-1.3543793
27,-1.0270566,-1.1008552,1.1655993,1.0264136,1.11855,-1.3543793
28,-1.01636,-1.1008552,1.1743641,1.0264136,1.11855,-1.3543793
29,-1.0152905,-1.1008552,1.1752406,1.0264136,1.11855,-1.3543793
30,-1.0193337,-1.1008552,1.1719275,1.0264136,1.11855,-1.3543793
31,-1.0238262,-1.1008552,1.1682463,1.0264136,1.11855,-1.3543793
32,-1.0265217,-1.1008552,1.1660376,1.0150137,1.1174015,-1.3565412
33,-1.0201039,-1.0975152,1.172644,1.0021888,1.1161094,-1.3589734
34,-1.001767,-1.0879723,1.1915193,1.0021888,1.1161094,-1.3589734
35,-0.9834302,-1.0784292,1.2103945,1.0021888,1.1161094,-1.3589734
36,-0.9815965,-1.0774752,1.2122822,1.0021888,1.1087877,-1.3543793
37,-0.99887544,-1.0774752,1.2158216,1.0021888,1.1087877,-1.3543793
38,-1.0161544,-1.0774752,1.2193613,1.0021888,1.1087877,-1.3543793
39,-1.0265217,-1.0774752,1.221485,1.0021888,1.1087877,-1.3543793
40,-1.0096748,-1.0739682,1.221485,1.0021888,1.1087877,-1.3543793
41,-0.99095595,-1.0700713,1.221485,1.0021888,1.1087877,-1.3543793
42,-0.9722371,-1.0661747,1.221485,1.0021888,1.1087877,-1.3543793
43,-0.9703653,-1.0657849,1.221485,0.99815136,1.1063471,-1.3347781
44,-0.9703653,-1.0657849,1.221485,0.99815136,1.1063471,-1.3317155
45,-0.9703653,-1.0657849,1.221485,0.99815136,1.1063471,-1.3286526
46,-1.0489843,-1.0774752,1.2306879,0.99815136,1.1063471,-1.326815
47,-1.0489843,-1.0774752,1.2306879,0.99815136,1.1063471,-1.326815
48,-1.0489843,-1.0774752,1.2306879,0.99815136,1.1063471,-1.326815
49,-1.0355068,-1.0915031,1.2270067,0.99815136,1.1063471,-1.326815
50,-1.0152905,-1.1125453,1.221485,0.9937232,1.105678,-1.3217764
51,-1.0152905,-1.1125453,1.221485,0.9885136,1.1048906,-1.3158487
52,-1.0152905,-1.1125453,1.221485,0.9833039,1.1041033,-1.3099208
53,-0.9928279,-1.1008552,1.2306879,0.98164743,1.1030502,-1.3084389
54,-0.9928279,-1.1008552,1.2306879,0.9802307,1.0996249,-1.3084389
55,-0.9928279,-1.1008552,1.2306879,0.9788141,1.0961995,-1.3084389
56,-0.9928279,-1.0774752,1.2352893,0.97796404,1.0941443,-1.3084389
57,-0.9928279,-1.0540949,1.2398907,0.97796404,1.0941443,-1.3084389
58,-0.9928279,-1.0540949,1.2398907,0.97796404,1.0941443,-1.3084389
59,-0.9936918,-1.057692,1.2377671,0.97796404,1.0941443,-1.3084389
60,-1.0040592,-1.1008552,1.2122822,0.97796404,1.0926708,-1.3091323
61,-1.0040592,-1.1008552,1.2122822,0.97796404,1.0889869,-1.3108659
62,-1.0040592,-1.1008552,1.2122822,0.97796404,1.0853031,-1.3125995
63,-0.99523455,-1.0824852,1.1978204,0.97796404,1.084382,-1.3130329
64,-0.9928279,-1.0774752,1.1938764,0.97521865,1.0835521,-1.3192807
65,-0.9928279,-1.0774752,1.1938764,0.97198856,1.082576,-1.3266313
66,-0.9883353,-1.0727991,1.195717,0.96988916,1.0819415,-1.3314091
67,-0.9703653,-1.0540949,1.2030793,0.96988916,1.0819415,-1.3314091
68,-0.9703653,-1.0540949,1.2030793,0.96988916,1.0819415,-1.3314091
