,x-acc,y-acc,z-acc,x-mag,y-mag,z-mag
0,-0.6903479,-1.4582081,0.98338234,6.0529985,3.794834,-4.5788093
1,-0.71054405,-1.0347625,0.7769534,6.0529985,3.794834,-4.5788093
2,-0.7318032,-0.5890303,0.5596599,6.0529985,3.794834,-4.5788093
3,-0.7498734,-0.21015778,0.3749603,6.068891,3.7735553,-4.5780244
4,-0.7362218,-0.19172381,0.372973,6.1483517,3.667163,-4.5741024
5,-0.46318993,0.17695788,0.33322632,6.1483517,3.667163,-4.5741024
6,-0.19015804,0.5456396,0.29347965,6.1483517,3.667163,-4.5741024
7,-0.09459686,0.67467815,0.27956834,6.164181,3.6461513,-4.588223
8,-0.09459686,0.67467815,0.27956834,6.199357,3.5994585,-4.6196012
9,-0.09459686,0.67467815,0.27956834,6.234534,3.5527658,-4.6509795
10,-0.09459686,0.67467815,0.27956834,6.264434,3.513077,-4.6776514
11,0.6797307,0.8780346,0.2199483,6.309819,3.4648817,-4.7409863
12,0.6797307,0.8780346,0.2199483,6.3796425,3.3907351,-4.838425
13,0.6797307,0.8780346,0.2199483,6.4494667,3.3165886,-4.935864
14,0.9376745,0.07983335,0.3988083,6.4634314,3.3017595,-4.955352
15,0.9376745,0.07983335,0.3988083,6.4634314,3.3017595,-4.955352
16,0.9376745,0.07983335,0.3988083,6.4634314,3.3017595,-4.955352
17,1.5135837,-0.9213617,0.29149234,6.468149,3.2987235,-4.959409
18,1.5135837,-0.9213617,0.29149234,6.562502,3.2379997,-5.0405602
19,1.5135837,-0.9213617,0.29149234,6.6568537,3.1772764,-5.121712
20,1.5135837,-0.9213617,0.29149234,6.7370534,3.1256614,-5.190691
21,0.16334698,-0.54401046,-0.14999373,6.766074,3.1191425,-5.205897
22,0.16334698,-0.54401046,-0.14999373,6.84899,3.1005166,-5.249345
23,0.16334698,-0.54401046,-0.14999373,6.9319053,3.0818908,-5.2927914
24,-0.7697152,-1.9805548,-0.2933798,6.9526343,3.0772345,-5.3036537
25,-0.7697152,-1.9805548,-0.2933798,6.9526343,3.0772345,-5.3036537
26,-0.7697152,-1.9805548,-0.2933798,6.9526343,3.0772345,-5.3036537
27,-0.56881666,-1.2866826,-0.13223816,6.9526343,3.0772345,-5.3036537
28,-0.41256225,-0.7470041,-0.0069057536,6.9935946,3.0898254,-5.3085485
29,-0.41256225,-0.7470041,-0.0069057536,7.0566106,3.1091964,-5.3160796
30,-0.41256225,-0.7470041,-0.0069057536,7.110174,3.1256614,-5.3224807
31,0.6797307,0.15233132,0.4226563,7.1095295,3.1275203,-5.3220625
32,0.6797307,0.15233132,0.4226563,7.096631,3.1646965,-5.3136945
33,0.6797307,0.15233132,0.4226563,7.0837336,3.2018728,-5.3053265
34,0.19410177,0.74645084,0.4226563,7.081154,3.209308,-5.3036537
35,-0.114934765,1.1245271,0.4226563,7.081154,3.209308,-5.3036537
36,-0.114934765,1.1245271,0.4226563,7.081154,3.209308,-5.3036537
37,-0.46539113,1.3254157,0.28634438,7.081154,3.209308,-5.3036537
38,-1.1273643,1.7048723,0.02886624,7.0717497,3.2157507,-5.296077
39,-1.1273643,1.7048723,0.02886624,7.0090575,3.2587013,-5.2455645
40,-1.1273643,1.7048723,0.02886624,6.9526343,3.297357,-5.200104
41,0.5880416,0.2425331,-1.4660455,6.9526343,3.297357,-5.200104
42,1.2551439,-0.32615432,-2.0474,6.8973207,3.3470585,-5.172731
43,1.2551439,-0.32615432,-2.0474,6.812223,3.423522,-5.130617
44,1.6998489,-0.2634955,-2.0427155,6.790949,3.442638,-5.120089
45,2.3871202,-0.16665922,-2.035476,6.790949,3.442638,-5.120089
46,2.3871202,-0.16665922,-2.035476,6.790949,3.442638,-5.120089
47,2.0736194,-0.23083897,-2.0002687,6.790949,3.442638,-5.120089
48,1.289867,-0.39128798,-1.912251,6.790949,3.442638,-5.120089
49,0.8979908,-0.4715125,-1.8682419,6.693227,3.4960964,-5.074702
50,0.8979908,-0.4715125,-1.8682419,6.517327,3.5923212,-4.9930058
51,-0.5455985,0.11831562,-1.0276386,6.517327,3.5923212,-4.9930058
52,-2.2985284,0.83453584,-0.0069057536,6.4888983,3.614019,-4.9803987
53,-2.2985284,0.83453584,-0.0069057536,6.299377,3.758671,-4.8963485
54,-1.3703027,0.46452492,0.097503774,6.2519965,3.794834,-4.8753366
55,0.69242114,-0.35772124,0.3295249,6.2519965,3.794834,-4.8753366
56,1.4143745,-0.64550745,0.4107323,6.2519965,3.794834,-4.8753366
57,1.1773725,-0.55181944,0.4504509,6.2519965,3.794834,-4.8753366
58,0.65070117,-0.34362486,0.5387144,6.2519965,3.794834,-4.8753366
59,0.20303059,-0.16665922,0.6137384,6.223568,3.815588,-4.872647
60,0.20303059,-0.16665922,0.6137384,6.0529985,3.9401147,-4.856509
61,0.14170131,0.0015441818,0.5399112,6.0529985,3.9401147,-4.856509
62,0.069549195,0.19943027,0.45305574,6.0529985,3.9401147,-4.856509
63,0.044295974,0.2686901,0.4226563,5.9841323,3.9591923,-4.9108987
64,0.12193789,0.28571135,0.38766196,5.9576454,3.9665294,-4.931818
65,0.2944756,0.3235364,0.30989677,5.9576454,3.9665294,-4.931818
66,0.44113258,0.3556876,0.2437963,5.9576454,3.9665294,-4.931818
67,0.45844913,0.3324882,0.2680779,5.9576454,3.9665294,-4.931818
68,0.5017404,0.27449012,0.32878193,5.9576454,3.9665294,-4.931818
69,0.54503167,0.21649168,0.38948593,5.9576454,3.9665294,-4.931818
70,0.56018364,0.19619249,0.4107323,5.961791,3.865273,-5.0871415
71,0.68372613,0.16285656,0.29746515,5.961791,3.865273,-5.0871415
72,0.82099545,0.12581699,0.17161277,5.961791,3.865273,-5.0871415
73,0.9376745,0.094332874,0.06463824,6.0224233,3.804189,-5.155978
74,1.0393724,-0.04598152,0.1370611,6.123477,3.7023823,-5.270706
75,1.2242779,-0.30109888,0.26873907,6.123477,3.7023823,-5.270706
76,1.4091831,-0.55621624,0.40041703,6.123477,3.7023823,-5.270706
77,1.297894,-0.5643921,0.38792768,6.123477,3.7023823,-5.270706
78,0.90676934,-0.3841362,0.25775737,6.123477,3.7023823,-5.270706
79,0.5156446,-0.20388028,0.127587,6.123477,3.7023823,-5.270706
80,0.18318875,-0.050662696,0.016942246,6.3380213,3.5934217,-5.43662
81,0.18318875,-0.050662696,0.016942246,6.467025,3.5418396,-5.523303
82,0.18318875,-0.050662696,0.016942246,6.5388846,3.5227625,-5.5625267
83,0.18318875,-0.050662696,0.016942246,6.610745,3.503685,-5.6017494
84,-1.6635898,-0.6020085,0.30341634,6.6251173,3.4998698,-5.6095943
85,-1.6635898,-0.6020085,0.30341634,6.6251173,3.4998698,-5.6095943
86,-1.6635898,-0.6020085,0.30341634,6.6251173,3.4998698,-5.6095943
87,-0.9686296,-1.3128499,0.05271424,6.628912,3.5006158,-5.6096745
88,-0.9686296,-1.3128499,0.05271424,6.7048006,3.5155394,-5.61127
89,-0.9686296,-1.3128499,0.05271424,6.7806897,3.530463,-5.612865
90,-0.9686296,-1.3128499,0.05271424,6.84899,3.5438943,-5.614301
91,1.1956183,0.3556876,0.2318723,6.8699994,3.5487444,-5.5873365
92,1.1956183,0.3556876,0.2318723,6.902323,3.5562062,-5.5458536
93,1.1956183,0.3556876,0.2318723,6.934646,3.5636683,-5.5043697
94,-0.88926226,1.5453769,0.31534034,6.9443426,3.5659065,-5.491925
95,-0.88926226,1.5453769,0.31534034,6.9443426,3.5659065,-5.491925
96,-0.88926226,1.5453769,0.31534034,6.9443426,3.5659065,-5.491925
97,-0.9104269,1.6613735,0.29626194,6.9443426,3.5659065,-5.491925
98,-0.9289459,1.7628704,0.27956834,6.920037,3.5771286,-5.445134
99,-0.9289459,1.7628704,0.27956834,6.8826437,3.5943928,-5.3731475
100,-0.9289459,1.7628704,0.27956834,6.84899,3.609931,-5.3083606
101,1.3345112,0.67467815,-1.749002,6.8445735,3.6116538,-5.3038583
102,1.3345112,0.67467815,-1.749002,6.7562504,3.6461077,-5.213815
103,1.3345112,0.67467815,-1.749002,6.667927,3.6805615,-5.1237726
104,1.6465474,0.60563254,-1.6751868,6.645846,3.6891751,-5.101262
105,1.9897876,0.5296826,-1.59399,6.645846,3.6891751,-5.101262
106,1.9897876,0.5296826,-1.59399,6.645846,3.6891751,-5.101262
107,1.2815996,-0.13294764,-1.737078,6.645846,3.6891751,-5.101262
108,-0.13477659,-1.4582081,-2.023254,6.6298847,3.6940176,-5.0890245
109,-0.13477659,-1.4582081,-2.023254,6.470272,3.7424445,-4.966648
110,-0.13477659,-1.4582081,-2.023254,6.3266206,3.7860289,-4.856509
111,-0.8378595,0.33014727,-0.33296502,6.3266206,3.7860289,-4.856509
112,-1.1273643,1.0665289,0.3630363,6.2273397,3.8432608,-4.7727776
113,-1.1273643,1.0665289,0.3630363,6.0746,3.9313097,-4.6439605
114,0.050461084,0.5250997,0.5411617,6.036415,3.953322,-4.611757
115,1.8707367,-0.3116548,0.81644636,6.036415,3.953322,-4.611757
116,1.8707367,-0.3116548,0.81644636,6.036415,3.953322,-4.611757
117,1.1391996,-0.20473976,0.80891544,6.036415,3.953322,-4.611757
118,-0.68964297,0.062548526,0.79008806,6.036415,3.953322,-4.611757
119,-1.6040642,0.19619249,0.78067434,5.941654,4.0177865,-4.551241
120,-1.6040642,0.19619249,0.78067434,5.771085,4.1338224,-4.4423127
121,-1.3152152,0.12571585,0.5377139,5.771085,4.1338224,-4.4423127
122,-1.0083133,0.05083431,0.27956834,5.2171783,3.8031669,-4.1362033
123,-1.0083133,0.05083431,0.27956834,1.5244657,1.5987976,-2.0954773
124,-0.5520852,0.19200924,0.33757696,0.60128766,1.0477052,-1.5852959
125,0.36037102,0.47435877,0.45359424,0.60128766,1.0477052,-1.5852959
126,0.6797307,0.5731811,0.49420032,0.60128766,1.0477052,-1.5852959
127,0.5554066,0.48233023,0.4475412,0.60128766,1.0477052,-1.5852959
128,0.27913052,0.28043956,0.34385425,0.60128766,1.0477052,-1.5852959
129,0.044295974,0.1088324,0.25572035,0.5947728,1.0433027,-1.604123
130,0.044295974,0.1088324,0.25572035,0.555684,1.016888,-1.7170857
131,0.40624788,0.04409023,0.39781004,0.555684,1.016888,-1.7170857
132,0.8586879,-0.036837652,0.5754221,0.555684,1.016888,-1.7170857
133,1.0170418,-0.06516222,0.6375864,0.6095792,1.0370874,-1.9042495
134,1.0297068,-0.1423646,0.5867826,0.62616235,1.0433027,-1.9618384
135,1.0550369,-0.29676977,0.48517483,0.62616235,1.0433027,-1.9618384
136,1.0765673,-0.42801392,0.3988083,0.62616235,1.0433027,-1.9618384
137,0.9266108,-0.3883406,0.3949756,0.62616235,1.0433027,-1.9618384
138,0.59337443,-0.30017808,0.38645846,0.62616235,1.0433027,-1.9618384
139,0.2601379,-0.2120156,0.37794134,0.62616235,1.0433027,-1.9618384
140,0.14350514,-0.18115875,0.3749603,0.7647501,1.0678307,-2.1410325
141,-0.3120334,-0.6936227,0.2560803,0.7754107,1.0697174,-2.1548164
142,-0.88145655,-1.3342023,0.107480265,0.7754107,1.0697174,-2.1548164
143,-1.3654662,-1.8786952,-0.018829752,0.8056157,1.096132,-2.1749885
144,-1.1717604,-1.791166,0.0044412795,0.8458891,1.1313517,-2.2018843
145,-0.8195678,-1.6320215,0.04675224,0.8458891,1.1313517,-2.2018843
146,-0.4673753,-1.472877,0.089063205,0.8458891,1.1313517,-2.2018843
147,-0.27366942,-1.3853475,0.11233423,0.8458891,1.1313517,-2.2018843
148,0.30475608,-0.7633558,0.2334062,0.8458891,1.1313517,-2.2018843
149,0.94745106,-0.072253756,0.36793056,0.8458891,1.1313517,-2.2018843
150,1.4937419,0.51518303,0.4822763,0.87076384,1.1643701,-2.1665833
151,1.4937419,0.51518303,0.4822763,0.8438162,1.1584765,-2.0967407
152,1.4937419,0.51518303,0.4822763,0.8023583,1.1385945,-2.0284166
153,1.4937419,0.51518303,0.4822763,0.7609005,1.1187124,-1.9600923
154,-0.43240407,1.5308775,1.0310783,0.750536,1.1137419,-1.9430113
155,-0.43240407,1.5308775,1.0310783,0.750536,1.1137419,-1.9430113
156,-0.43240407,1.5308775,1.0310783,0.750536,1.1137419,-1.9430113
157,-1.1868896,1.5018783,-0.09037375,0.7470226,1.1118019,-1.9367887
158,-1.1868896,1.5018783,-0.09037375,0.6767551,1.0730006,-1.8123382
159,-1.1868896,1.5018783,-0.09037375,0.60648745,1.0341992,-1.6878877
160,-1.1868896,1.5018783,-0.09037375,0.5432466,0.9992782,-1.5758823
161,0.9178326,0.51518303,-2.154716,0.50639516,0.9797117,-1.5026658
162,0.9178326,0.51518303,-2.154716,0.41426653,0.9307957,-1.3196242
163,0.9178326,0.51518303,-2.154716,0.32213795,0.88187957,-1.1365827
164,1.5532674,1.1390266,-1.9159379,0.29449934,0.8672047,-1.0816703
165,1.5532674,1.1390266,-1.9159379,0.29449934,0.8672047,-1.0816703
166,1.5532674,1.1390266,-1.9159379,0.29449934,0.8672047,-1.0816703
