,x-acc,y-acc,z-acc,x-gyro,y-gyro,z-gyro,x-mag,y-mag,z-mag
0,-4.292711,-0.83907336,-1.7224069,-1.6545835,-2.9683855,2.2115147,1.1238085,-2.6462939,1.6615256
1,-3.4965582,-0.050311204,-0.10420891,-1.6545835,-2.9683855,2.2115147,1.1238085,-2.6462939,1.6615256
2,-2.6436894,0.29377198,-0.4433467,-1.6545835,-2.9683855,2.2115147,1.1238085,-2.6462939,1.6615256
3,-2.0517147,-0.3749611,0.5576568,-1.4559025,-4.070312,0.7795799,0.1738384,-1.4580327,1.3076669
4,-0.6777666,-0.48470193,0.7600455,-1.4559025,-4.070312,0.7795799,0.1738384,-1.4580327,1.3076669
5,-0.1297472,-0.81849694,0.10456143,-1.4559025,-4.070312,0.7795799,0.1738384,-1.4580327,1.3076669
6,-0.47500643,0.02056308,0.22809146,0.5309092,-1.8784684,-0.014364119,-0.14281827,-0.8639021,1.8384548
7,-0.82097495,0.5246849,0.1902575,0.5309092,-1.8784684,-0.014364119,-0.14281827,-0.8639021,1.8384548
8,-0.33250716,0.3006308,0.49019393,0.5309092,-1.8784684,-0.014364119,-0.14281827,-0.8639021,1.8384548
9,-0.24885096,-0.37381798,-0.19081673,0.5309092,-1.8784684,-0.014364119,0.4904951,-2.250207,2.2807782
10,-0.50123775,-0.04116615,-0.24551634,0.8305077,-0.60539746,-1.2194576,0.4904951,-2.250207,2.2807782
11,-0.4012755,-0.15776575,-0.109678894,0.8305077,-0.60539746,-1.2194576,0.4904951,-2.250207,2.2807782
12,-0.7841095,0.17374296,-0.4278485,0.8305077,-0.60539746,-1.2194576,1.4404652,0.12631561,2.5461721
13,-0.67493075,0.3920815,0.31606674,0.5592922,0.07617593,-1.2123688,1.4404652,0.12631561,2.5461721
14,-0.43105152,0.499536,0.16473104,0.5592922,0.07617593,-1.2123688,1.4404652,0.12631561,2.5461721
15,-0.6182147,0.60813373,-0.52083796,0.5592922,0.07617593,-1.2123688,0.33216676,0.9184898,2.811566
16,-1.2371294,0.49496347,-0.767898,-0.34265718,0.31337547,0.66615933,0.33216676,0.9184898,2.811566
17,-1.3938078,0.16116855,-0.062272545,-0.34265718,0.31337547,0.66615933,0.33216676,0.9184898,2.811566
18,-1.4597402,0.38522267,0.71993244,-0.34265718,0.31337547,0.66615933,-0.6178033,1.3145769,2.369243
19,-1.1747417,1.3923233,1.218611,-0.020982949,0.68268615,0.66615933,-0.6178033,1.3145769,2.369243
20,-1.3129872,-0.8482184,0.115501344,-0.020982949,0.68268615,0.66615933,-0.6178033,1.3145769,2.369243
21,-1.8042905,-0.40011007,-0.074124135,-0.020982949,0.68268615,0.66615933,-1.5677733,-1.2599891,2.5461721
22,-2.0325732,2.7412205,-0.22728316,-0.020982949,0.68268615,0.66615933,-1.5677733,-1.2599891,2.5461721
23,-2.2431316,2.6291935,0.5056922,-0.63279474,1.3252267,-0.7445091,-1.5677733,-1.2599891,2.5461721
24,-2.0134313,1.7295475,-0.418732,-0.63279474,1.3252267,-0.7445091,0.4904951,-2.6462939,2.5461721
25,-1.7858577,2.1742268,-0.34124073,-0.63279474,1.3252267,-0.7445091,0.4904951,-2.6462939,2.5461721
26,-1.7929475,0.7178745,0.25498542,-1.298219,0.61062557,1.2687061,0.4904951,-2.6462939,2.5461721
27,-2.1616023,-1.4083538,-0.2838061,-1.298219,0.61062557,1.2687061,0.1738384,-1.4580327,1.7499902
28,-2.238169,-1.0711294,-0.8143927,-1.298219,0.61062557,1.2687061,0.1738384,-1.4580327,1.7499902
29,-2.007051,-0.066315085,0.15196778,-1.6545835,1.8897015,-0.24120529,0.1738384,-1.4580327,1.7499902
30,-2.0545506,-0.06974446,0.12552957,-1.6545835,1.8897015,-0.24120529,0.33216676,-0.07172793,0.8653436
31,-2.1771994,1.0482401,0.38808793,-1.6545835,1.8897015,-0.24120529,0.33216676,-0.07172793,0.8653436
32,-2.369325,-0.074316986,-0.20540327,-1.6545835,1.8897015,-0.24120529,0.33216676,-0.07172793,0.8653436
33,-1.9389913,-0.74762267,-1.4015023,-0.15028338,0.5956129,0.36843035,0.64882344,-1.0619457,1.2192023
34,-1.6476125,-0.18977347,-1.7716366,-0.15028338,0.5956129,0.36843035,0.64882344,-1.0619457,1.2192023
35,-1.7114182,1.1545516,-2.165474,-0.15028338,0.5956129,0.36843035,0.64882344,-1.0619457,1.2192023
36,-1.841865,0.70530003,-1.6139191,-2.051946,0.34940577,0.56691635,-0.45947495,-0.467815,0.8653436
37,-2.177908,-0.5292841,-1.0067531,-2.051946,0.34940577,0.56691635,-0.45947495,-0.467815,0.8653436
38,-2.7890246,-0.41840017,-0.9520535,-2.051946,0.34940577,0.56691635,-0.45947495,-0.467815,0.8653436
39,-1.9623868,-0.19205977,-1.2191702,-1.7618083,-0.78554904,1.9634072,-0.30114663,-0.07172793,0.77687895
40,-1.4802998,-0.18977347,-1.2228167,-1.7618083,-0.78554904,1.9634072,-0.30114663,-0.07172793,0.77687895
41,-0.7259753,-1.195731,-1.6704422,-1.7618083,-0.78554904,1.9634072,-0.30114663,-0.07172793,0.77687895
42,-0.8117585,-2.6486537,-1.2100534,-1.7618083,-0.78554904,1.9634072,-0.77613163,-0.467815,1.2192023
43,-1.6270529,-2.4268858,-0.62567896,0.20608123,1.0850247,-2.502528,-0.77613163,-0.467815,1.2192023
44,-1.2165698,2.9435554,-0.53086627,0.20608123,1.0850247,-2.502528,-0.77613163,-0.467815,1.2192023
45,-1.0769064,3.4934025,-0.93108535,0.20608123,1.0850247,-2.502528,0.8071518,-0.2697715,1.6615256
46,-1.9418272,-0.32466325,-2.5429018,1.8964479,1.3732672,-1.2549016,0.8071518,-0.2697715,1.6615256
