,x-acc,y-acc,z-acc,x-gyro,y-gyro,z-gyro,x-mag,y-mag,z-mag
0,0.37484863,0.3534089,-1.6717819,-0.15646732,-1.0202105,0.16190962,-1.1176738,0.532914,-0.45057824
1,0.37484863,0.3534089,-1.6717819,-0.7771617,-0.62903017,-0.11090743,-1.1748794,0.5611858,-0.4048623
2,0.37484863,0.3534089,-1.6717819,-0.76000166,0.6423969,-0.024659446,-1.1748794,0.5611858,-0.4048623
3,-0.5156529,-0.42852363,1.0429541,-0.8815291,0.98091686,-0.058009442,-1.1748794,0.5611858,-0.4048623
4,-0.5156529,-0.42852363,1.0429541,-1.0923015,1.8786262,-0.15249887,-1.1462766,0.6648495,-0.17628266
5,-0.5156529,-0.42852363,1.0429541,-0.7475113,1.3950154,-0.3083731,-1.1462766,0.6648495,-0.17628266
6,-0.11940137,-0.7120085,0.18236856,2.6656735,-2.0091805,0.05061152,-1.1462766,0.6648495,-0.17628266
7,-0.11940137,-0.7120085,0.18236856,2.274406,-1.5536823,-0.34786814,-1.1405561,0.5706099,-0.39571908
8,-0.11940137,-0.7120085,0.18236856,2.4040573,-1.7670245,-0.21747515,-1.1405561,0.5706099,-0.39571908
9,-0.12960492,0.08504896,-0.16267769,0.51433337,-1.1177801,-0.44988748,-1.2053891,0.49207672,-0.5023897
10,-0.12960492,0.08504896,-0.16267769,-0.19597581,0.86843795,-0.72667557,-1.3350554,0.33501098,-0.7157306
11,-0.12960492,0.08504896,-0.16267769,-0.38129386,0.7427665,-0.73889315,-1.3350554,0.33501098,-0.7157306
12,-0.74523884,0.3648542,-0.28634986,-0.8615597,-0.07542641,-0.69481385,-1.3750993,0.278467,-0.67915785
13,-0.74523884,0.3648542,-0.28634986,-0.64849675,0.34030718,-0.5031188,-1.3750993,0.278467,-0.67915785
14,-0.74523884,0.3648542,-0.28634986,-0.14602084,0.97330374,-0.42859495,-1.3750993,0.278467,-0.67915785
15,-0.5249961,0.32830414,0.10746894,-0.08024204,1.3387454,-0.40235284,-1.3750993,0.278467,-0.67915785
16,-0.5249961,0.32830414,0.10746894,0.14709273,1.0593164,-0.3726013,-1.3121731,0.3915546,-0.6974443
17,-0.5249961,0.32830414,0.10746894,0.42081454,0.57722104,-0.40767598,-1.3121731,0.3915546,-0.6974443
18,-0.52973944,0.3493068,0.010894851,0.82261497,-0.18197985,-0.7381638,-1.2835703,0.25961903,-0.8894511
19,-0.52973944,0.3493068,0.010894851,0.58166236,-0.14166501,-0.8493345,-1.2835703,0.25961903,-0.8894511
20,-0.52973944,0.3493068,0.010894851,0.3980594,-0.046946466,-0.7815405,-1.2835703,0.25961903,-0.8894511
21,-0.9502921,0.22685823,-0.9570628,0.14529985,-0.0585653,-0.53543115,-1.4094228,0.12768382,-0.99916935
22,-0.9502921,0.22685823,-0.9570628,-0.517407,-0.44459882,-0.18904774,-1.4094228,0.12768382,-0.99916935
23,-0.9502921,0.22685823,-0.9570628,-0.8660108,-0.09470939,-0.0049233856,-1.4094228,0.12768382,-0.99916935
24,-1.0173157,-0.4847018,0.2251291,-0.90012085,-0.042838484,0.6347864,-1.4265846,0.15281434,-0.91992843
25,-1.0173157,-0.4847018,0.2251291,0.018806541,0.2024242,1.6052362,-1.4609078,0.20307541,-0.76144654
26,-1.0173157,-0.4847018,0.2251291,-0.44065714,1.7926004,1.9914072,-1.4609078,0.20307541,-0.76144654
27,1.0624812,-1.3934685,-0.10573557,0.10592115,0.9130024,0.7416849,-1.4609078,0.20307541,-0.76144654
28,1.0624812,-1.3934685,-0.10573557,0.33710358,-0.59993905,0.40790734,-1.1519972,0.3915546,-0.7248738
29,1.0624812,-1.3934685,-0.10573557,0.5959068,-0.7312315,1.0858519,-1.1519972,0.3915546,-0.7248738
30,0.43373156,0.39406642,-3.7219443,1.2240585,0.5395748,1.3627172,-1.1519972,0.3915546,-0.7248738
31,0.43373156,0.39406642,-3.7219443,-1.0407964,0.46606037,0.60577387,-1.0147036,0.28789118,-1.0174558
32,0.43373156,0.39406642,-3.7219443,-1.3728924,-0.2578329,0.08634812,-1.0147036,0.28789118,-1.0174558
33,-0.4348958,0.33970132,0.3042361,-1.0627227,-0.55725557,0.21341847,-1.0147036,0.28789118,-1.0174558
34,-0.4348958,0.33970132,0.3042361,-0.8779172,-0.27608672,0.46807942,-0.9460567,0.514066,-0.60601246
35,-0.4348958,0.33970132,0.3042361,-0.6973228,-0.12879948,0.51612103,-0.9460567,0.514066,-0.60601246
36,-0.34593168,0.49748582,0.13381179,-0.5605192,-0.09881736,0.4511228,-0.92603475,0.5494058,-0.5465816
37,-0.34593168,0.49748582,0.13381179,-0.44483572,-0.13044266,0.346889,-0.8659688,0.65542537,-0.3682896
38,-0.34593168,0.49748582,0.13381179,-0.38047633,-0.20409197,0.3229318,-0.8659688,0.65542537,-0.3682896
39,-0.40982258,0.5329609,-0.052363347,-0.3557681,-0.30858487,0.32255825,-0.8659688,0.65542537,-0.3682896
40,-0.40982258,0.5329609,-0.052363347,-0.42945215,-0.6615216,0.45613462,-0.8259248,0.68369716,-0.31343046
41,-0.40982258,0.5329609,-0.052363347,-0.49257162,-0.7664559,0.593322,-0.8259248,0.68369716,-0.31343046
42,-0.11286001,0.4132667,0.9936814,-0.50251853,-0.8151385,0.75152177,-0.8259248,0.68369716,-0.31343046
43,-0.11286001,0.4132667,0.9936814,0.46466485,1.4791907,0.3350069,-0.7629986,0.82505655,-0.09399403
44,-0.11286001,0.4132667,0.9936814,0.8114677,2.5585237,0.079126075,-0.7629986,0.82505655,-0.09399403
45,-0.10706882,0.46073255,0.15489785,-0.3410522,1.5130125,-0.4730478,-0.7153272,0.82505655,-0.03303943
46,-0.10706882,0.46073255,0.15489785,-0.9287686,-0.35208574,-1.4588809,-0.6199844,0.82505655,0.08886968
47,-0.10706882,0.46073255,0.15489785,-2.0404682,-1.320757,-2.579639,-0.6199844,0.82505655,0.08886968
48,-0.10025173,-2.3738642,1.6968571,0.77622217,0.12644702,-0.52478486,-0.6199844,0.82505655,0.08886968
49,-0.10025173,-2.3738642,1.6968571,3.326725,-0.9275616,-0.94181675,-0.9231745,0.8062089,0.48202667
50,-0.10025173,-2.3738642,1.6968571,2.1731899,-0.63910854,-0.2924348,-0.9231745,0.8062089,0.48202667
51,-0.58564395,0.030288067,-1.0766256,1.1133258,-2.3930929,-0.26012245,-0.9231745,0.8062089,0.48202667
52,-0.58564395,0.030288067,-1.0766256,0.46409938,-1.0604032,-0.38445032,-1.1233944,0.532914,-0.4688646
53,-0.58564395,0.030288067,-1.0766256,0.56093377,0.1809544,-0.4239878,-1.1233944,0.532914,-0.4688646
54,-0.82605106,0.36710045,-1.7577835,0.54720575,0.2637271,-0.44862673,-1.1233944,0.532914,-0.4688646
55,-0.82605106,0.36710045,-1.7577835,-0.22922936,-0.43162498,-0.32512072,-1.3693789,0.2690432,-0.7888762
56,-0.82605106,0.36710045,-1.7577835,-0.46259475,0.028131446,-0.30382818,-1.3693789,0.2690432,-0.7888762
