,x-acc,y-acc,z-acc,x-gyro,y-gyro,z-gyro,x-mag,y-mag,z-mag
0,-1.0762823,0.3779441,0.9830333,-0.02963356,-0.018830825,0.025723891,1.1218877,0.6449739,-1.1743147
1,-1.0762823,0.3779441,0.9830333,-0.0132214315,0.01990665,0.034400657,1.1218877,0.6449739,-1.1743147
2,-1.0762823,0.3779441,0.9830333,0.00041948794,0.024077201,0.034400657,1.1218877,0.6449739,-1.1743147
3,-1.0280583,0.377354,0.92286485,-0.001275812,-0.0345667,-0.003632695,1.1324177,0.6394372,-1.1790162
4,-1.0280583,0.377354,0.92286485,0.024963861,-0.009256096,0.0040461915,1.1324177,0.6394372,-1.1790162
5,-1.0280583,0.377354,0.92286485,0.0442653,0.017385643,0.014060037,1.1324177,0.6394372,-1.1790162
6,-0.9541596,0.34596434,0.9437779,-0.02505706,0.05563929,0.04686463,1.1429477,0.63666886,-1.1884195
7,-0.9541596,0.34596434,0.9437779,-0.05205629,0.0101649845,0.055054218,1.1429477,0.63666886,-1.1884195
8,-0.9541596,0.34596434,0.9437779,-0.03507474,-0.018717648,0.051220793,1.1429477,0.63666886,-1.1884195
9,-1.0797625,0.39972836,0.92081714,0.09593685,-0.08099582,0.036382567,1.1482127,0.6311322,-1.193121
10,-1.0797625,0.39972836,0.92081714,0.09873618,-0.09098647,0.027946422,1.1482127,0.6311322,-1.193121
11,-1.0797625,0.39972836,0.92081714,0.092518896,-0.0871894,0.0236436,1.1482127,0.6311322,-1.193121
12,-0.9710629,0.35888082,0.95706636,0.045715228,-0.08193731,0.0055032843,1.1534777,0.6283639,-1.2072258
13,-0.9710629,0.35888082,0.95706636,0.017841818,-0.08486292,0.0052881427,1.1534777,0.6283639,-1.2072258
14,-0.9710629,0.35888082,0.95706636,0.015962712,-0.08143155,0.011713042,1.1534777,0.6283639,-1.2072258
15,-0.9046217,0.41608703,1.0604551,0.07872613,-0.07324041,0.03493407,1.1587425,0.6255955,-1.2119274
16,-0.9046217,0.41608703,1.0604551,0.17791505,-0.09050652,0.023787713,1.1587425,0.6255955,-1.2119274
17,-0.9046217,0.41608703,1.0604551,0.2071212,-0.09574837,0.017776113,1.1587425,0.6255955,-1.2119274
18,-1.0753236,0.33504763,0.9964525,0.19157796,-0.11286631,0.02618618,1.1587425,0.6255955,-1.216629
19,-1.0753236,0.33504763,0.9964525,0.08194685,-0.07044939,0.040882837,1.1587425,0.6255955,-1.216629
20,-1.0753236,0.33504763,0.9964525,0.0442653,-0.06431361,0.043984223,1.1587425,0.6255955,-1.216629
21,-0.9642803,0.43903512,1.0786233,0.021530433,-0.044394553,0.038116734,1.1640075,0.62282723,-1.216629
22,-0.9642803,0.43903512,1.0786233,0.08277538,-0.058493514,0.0039288416,1.1640075,0.62282723,-1.216629
23,-0.9642803,0.43903512,1.0786233,0.09530275,-0.067270346,-0.0037380082,1.1640075,0.62282723,-1.216629
24,-0.98480576,0.36150345,0.9906579,0.103561535,-0.06709917,-0.0014888049,1.1692727,0.62282723,-1.216629
25,-0.98480576,0.36150345,0.9906579,0.044474088,0.008896701,0.01539978,1.1692727,0.62282723,-1.216629
26,-0.98480576,0.36150345,0.9906579,0.00877107,0.035437286,0.021296604,1.1692727,0.62282723,-1.216629
27,-1.0049405,0.37181368,1.0725236,-0.050617963,0.055356342,0.027359674,1.1692727,0.62282723,-1.216629
28,-1.0049405,0.37181368,1.0725236,-0.015885985,-0.018006252,0.0449342,1.1692727,0.62282723,-1.216629
29,-1.0049405,0.37181368,1.0725236,0.010163003,-0.031011442,0.050047293,1.1692727,0.62282723,-1.216629
30,-0.9407365,0.4008594,1.0104816,0.028722076,-0.028210323,0.050047293,1.1745377,0.62005895,-1.216629
31,-0.9407365,0.4008594,1.0104816,0.0062965276,-0.036769293,0.024382466,1.1745377,0.62005895,-1.216629
32,-0.9407365,0.4008594,1.0104816,0.00877107,-0.036769293,0.015429117,1.1745377,0.62005895,-1.216629
33,-0.9628599,0.35365194,0.9253482,0.07674367,-0.022452472,0.007019052,1.1745377,0.62005895,-1.216629
34,-0.9628599,0.35365194,0.9253482,-0.016084831,-0.011359156,0.04501802,1.1745377,0.62005895,-1.216629
