,x-acc,y-acc,z-acc,x-gyro,y-gyro,z-gyro,x-mag,y-mag,z-mag
0,2.9490042,0.8255801,0.80942786,0.58611697,1.8139653,1.0443157,1.1594465,-1.4846215,3.342595
1,1.0487198,0.90603936,-0.017323112,0.8051166,1.6117153,0.18945862,1.1423156,-1.4640958,3.3185475
2,0.80487525,0.2307244,-0.68526787,0.7120237,1.201985,-0.28599557,1.1194743,-1.489753,3.338587
3,0.12737577,-0.15921651,-2.194969,0.60967934,0.33370537,0.11561915,1.0623711,-1.4743587,3.350611
4,-0.9295473,-0.49521655,-2.7349515,0.51080424,0.029458795,0.15704128,1.1023433,-1.44357,3.3666425
5,-2.798757,-0.20381561,-1.4451201,0.1375654,-1.70187,-0.12390891,1.1023433,-1.4640958,3.3826742
6,-2.804695,1.1697166,0.12877026,-0.2992773,-2.6475189,-0.57384944,1.1480259,-1.4846215,3.4067218
7,-2.2313042,0.8873559,-0.6460873,-0.7291814,-3.0051613,-0.34842893,1.1994188,-1.4846215,3.4147377
8,3.388597,-0.9603432,-1.8031635,-0.24955069,-0.360003,-0.2712877,1.1708672,-1.4692272,3.4107296
9,7.5911527,-0.8518588,-1.0929121,-0.065388665,1.3663131,-0.09869543,1.1308949,-1.4948844,3.4067218
10,2.0575466,0.6990151,0.6326986,0.189894,1.1217824,0.6535067,1.0966331,-1.4384387,3.3946981
11,-0.847804,0.39405355,-0.6731802,0.06355366,0.4195744,-0.298002,1.0852123,-1.4487015,3.398706
12,-4.1005144,-0.8599951,-0.017531523,0.37203225,-0.5894956,-1.6097032,1.1366053,-1.4692272,3.4147377
13,-4.1840386,-0.9736023,-0.53271383,0.77562755,-1.238526,-2.2514462,1.1937084,-1.4640958,3.4307694
14,-2.4585228,-0.30551967,-1.8271303,0.34326598,-2.1000493,-2.385318,1.2850735,-1.4846215,3.4588249
15,-1.8609854,0.50630474,-1.7260529,-0.2053171,-2.8081417,-2.4561558,1.347887,-1.4948844,3.4588249
16,-1.0771998,0.036055297,-1.9446719,-0.6970904,-3.0932095,-2.171003,1.4075282,-1.5290941,3.4842083
17,0.41120115,-0.4073744,-3.2545104,-0.706631,-2.7061453,-1.330554,1.4506727,-1.5410674,3.5069199
18,0.60991853,0.60122854,-3.6598623,-0.4695621,-2.2951071,-0.101697035,1.4563831,-1.5513302,3.5069199
19,0.51313287,1.8875211,-1.9921887,-0.8125892,-2.726414,0.35124514,1.4506727,-1.561593,3.5149357
20,-0.97091365,2.2354245,-3.500014,-1.7621654,-4.0063853,-0.5069137,1.4620934,-1.5923817,3.4828722
21,-1.6327772,1.6419247,-5.0170093,-1.8711593,-4.1898923,-0.7374369,1.5134863,-1.6026446,3.446801
22,-1.3309405,1.4210385,-1.4963883,-1.0054244,-3.2553582,-1.0282924,1.58201,-1.6231704,3.4347773
23,-0.41256547,1.7018925,3.4718285,-0.08244605,-2.4895113,-1.2633181,1.6276926,-1.607776,3.446801
24,-0.044225793,1.1691139,2.519408,-0.06293123,-2.2421474,-2.0632455,1.7133473,-1.5923817,3.4548168
25,-0.618804,-0.8839521,0.097926006,-0.3154674,-2.336952,-2.2298348,1.7990022,-1.6231704,3.446801
26,-2.341945,-2.5267363,0.491607,-0.11338064,-2.03009,-2.1986182,1.8561053,-1.6283017,3.450809
