,x-acc,y-acc,z-acc,x-gyro,y-gyro,z-gyro,x-mag,y-mag,z-mag
0,0.20748474,0.35451835,0.772109,1.5014805,-0.28852037,2.4183571,-0.32735386,0.85946906,0.488751
1,0.20748474,0.35451835,0.772109,1.3887942,-0.2839246,2.4700425,-0.27293792,0.8842163,0.35270852
2,-0.12145665,0.6929084,-1.2749605,1.0070819,0.08838523,2.3864348,-0.27293792,0.8842163,0.35270852
3,-0.12145665,0.6929084,-1.2749605,0.9227949,0.44040948,2.1587706,-0.27293792,0.8842163,0.35270852
4,-0.12145665,0.6929084,-1.2749605,0.94049954,0.5712657,2.1132998,-0.122247666,0.93371063,0.09422776
5,1.4211283,1.3218538,-1.946758,-0.04706262,-0.81790316,0.85266113,-0.122247666,0.93371063,0.09422776
6,1.4211283,1.3218538,-1.946758,-0.83363825,-0.5429977,0.4521789,-0.122247666,0.93371063,0.09422776
7,1.4211283,1.3218538,-1.946758,-0.953228,-0.42094746,0.4270748,-0.04271668,0.9584579,0.053415015
8,0.13151097,-1.4709512,3.5971494,-0.8027064,0.17844392,-0.14373037,-0.04271668,0.9584579,0.053415015
9,0.13151097,-1.4709512,3.5971494,-0.4212619,-0.51772857,-2.0257668,-0.04271668,0.9584579,0.053415015
10,0.13151097,-1.4709512,3.5971494,-0.41718966,-0.73211634,-2.6727295,-0.080389254,0.93371063,0.07155401
11,1.1379714,-2.1545713,1.5702899,-1.2235855,1.5774155,-1.4483684,-0.080389254,0.93371063,0.07155401
12,1.1379714,-2.1545713,1.5702899,-1.7945877,1.4104967,-1.6812422,-0.080389254,0.93371063,0.07155401
13,1.1379714,-2.1545713,1.5702899,-1.8891238,1.3027531,-1.7510551,-0.13061933,0.94431657,0.13957527
14,0.5275096,-1.3644801,0.577894,-1.7733114,-0.34722286,-2.1971824,-0.13061933,0.94431657,0.13957527
15,0.5275096,-1.3644801,0.577894,-1.3595214,0.40368095,-2.0106666,-0.13061933,0.94431657,0.13957527
16,0.5275096,-1.3644801,0.577894,-1.2687936,0.58631235,-1.9496025,-0.25619456,0.9160341,0.26654825
17,0.12493214,0.41935652,0.19383554,-0.76745933,0.65308684,-1.180127,-0.25619456,0.9160341,0.26654825
18,0.12493214,0.41935652,0.19383554,-0.4999412,-0.11101189,-0.8546455,-0.25619456,0.9160341,0.26654825
19,0.12493214,0.41935652,0.19383554,-0.46751982,-0.2010449,-0.82063174,-0.32316804,0.8665397,0.361778
20,-0.47347403,1.8045347,0.080603145,-0.37875682,-0.7192897,-0.9018582,-0.32316804,0.8665397,0.361778
21,-0.47347403,1.8045347,0.080603145,-0.16876805,-1.5095083,-0.8187034,-0.32316804,0.8665397,0.361778
22,-0.47347403,1.8045347,0.080603145,-0.12946154,-1.6724064,-0.79991996,-0.3440973,0.87714565,0.41166025
23,-0.13297795,1.1534971,-0.048109103,-0.14893663,-1.550905,-0.8515745,-0.3440973,0.87714565,0.41166025
24,-0.13297795,1.1534971,-0.048109103,0.06086326,-0.736618,-0.7344368,-0.3440973,0.87714565,0.41166025
25,-0.13297795,1.1534971,-0.048109103,0.12430486,-0.58744687,-0.71260905,-0.38176984,0.8382571,0.434334
26,-0.08665899,1.1984683,0.31871367,0.6444202,-1.0186186,-0.5488342,-0.38176984,0.8382571,0.434334
27,-0.08665899,1.1984683,0.31871367,1.0252262,-1.34013,-0.2541865,-0.38176984,0.8382571,0.434334
28,-0.08665899,1.1984683,0.31871367,1.0949419,-1.3920707,-0.19249329,-0.36921227,0.85593367,0.398056
29,-1.1739022,1.1257219,-0.25712317,1.722151,-2.5796158,0.58108395,-0.36921227,0.85593367,0.398056
30,-1.1739022,1.1257219,-0.25712317,2.3910325,-2.8883207,0.87441367,-0.36921227,0.85593367,0.398056
31,-1.1739022,1.1257219,-0.25712317,2.5150983,-2.8551688,0.9025531,-0.32735386,0.89482224,0.28468725
32,4.3734856,0.7398827,-4.0219207,1.6164213,2.0703154,-0.4173322,-0.32735386,0.89482224,0.28468725
33,4.3734856,0.7398827,-4.0219207,1.3502567,1.9982803,-1.7568113,-0.32735386,0.89482224,0.28468725
34,4.3734856,0.7398827,-4.0219207,1.3669697,1.8557779,-1.9647791,-0.3440973,0.8877516,0.08969301
35,0.12399708,-1.7695037,0.9996129,1.0533826,2.4095995,1.2825621,-0.3440973,0.8877516,0.08969301
36,0.12399708,-1.7695037,0.9996129,0.007721525,0.81386155,0.890152,-0.3440973,0.8877516,0.08969301
