,x-acc,y-acc,z-acc,x-gyro,y-gyro,z-gyro,x-mag,y-mag,z-mag
0,-0.8582157,1.3967503,0.27201366,-0.97284067,0.659119,0.123260565,1.2644366,-1.0400225,-0.90288717
1,-1.4340472,1.8886505,0.066819504,-1.5154551,-0.043655608,-0.9394934,1.3240993,-0.96729565,-0.92053574
2,-1.4340472,1.8886505,0.066819504,-1.5499285,-0.5120025,-0.8439949,1.3240993,-0.96729565,-0.92053574
3,-1.4340472,1.8886505,0.066819504,-1.5454996,-0.555481,-0.8302236,1.3240993,-0.96729565,-0.92053574
4,-0.84104,-0.48202515,1.2507688,-0.782025,-0.25746515,-0.7105562,1.3181331,-0.9470937,-0.98524725
5,-0.84104,-0.48202515,1.2507688,-0.5004166,0.014569936,-0.85093683,1.3181331,-0.9470937,-0.98524725
6,-0.84104,-0.48202515,1.2507688,-0.47762415,0.037707597,-0.8669971,1.3181331,-0.9470937,-0.98524725
7,-0.95988566,0.027895058,1.1618589,-0.5335691,-0.031451125,-1.3557844,1.3300656,-0.8905284,-0.9881888
8,-0.95988566,0.027895058,1.1618589,-0.6021535,-0.046935566,-1.2614866,1.3300656,-0.8905284,-0.9881888
9,-0.95988566,0.027895058,1.1618589,-0.60738534,-0.04772377,-1.2474902,1.3300656,-0.8905284,-0.9881888
10,-1.2609069,-0.83499765,1.1334493,-0.34568727,-0.2909489,-1.0246729,1.3419981,-0.8905284,-0.99701303
11,-1.2609069,-0.83499765,1.1334493,-0.10572096,-0.15828674,-0.90955716,1.3419981,-0.8905284,-0.99701303
12,-1.2609069,-0.83499765,1.1334493,-0.09481551,-0.15019055,-0.9037706,1.3419981,-0.8905284,-0.99701303
13,-0.666109,0.38341156,1.1812973,0.00919329,0.0067605213,-0.5105194,1.3777957,-0.85416496,-1.0058373
14,-0.666109,0.38341156,1.1812973,0.07778508,-0.049401883,-0.33918488,1.3777957,-0.85416496,-1.0058373
15,-0.666109,0.38341156,1.1812973,0.08571061,-0.058402684,-0.32815284,1.3777957,-0.85416496,-1.0058373
16,-0.5510893,0.41711882,0.6351865,0.06550827,-0.029961888,-0.21322228,1.3598969,-0.8218419,-1.0529003
17,-0.5510893,0.41711882,0.6351865,0.12632498,0.048071723,-0.057104673,1.3598969,-0.8218419,-1.0529003
18,-0.5510893,0.41711882,0.6351865,0.13310844,0.056522842,-0.041844927,1.3598969,-0.8218419,-1.0529003
19,-1.7662451,0.51682734,0.75417376,0.048672974,-0.0131444065,0.39140686,1.3479644,-0.8703265,-0.98524725
20,-1.7662451,0.51682734,0.75417376,-0.14113022,-0.32798764,0.47745275,1.3479644,-0.8703265,-0.98524725
21,-1.7662451,0.51682734,0.75417376,-0.17536591,-0.38614383,0.4853669,1.3479644,-0.8703265,-0.98524725
22,-0.9064865,-0.10255296,1.0461497,-0.10744197,-0.8350399,0.46458802,1.3002342,-0.8824476,-1.002896
