,x-acc,y-acc,z-acc,x-gyro,y-gyro,z-gyro,x-mag,y-mag,z-mag
0,0.23738322,-0.47933444,-0.23232198,-0.02704032,-0.47970527,0.18012176,0.1583061,-1.1730934,0.5769214
1,0.23738322,-0.47933444,-0.23232198,0.026419556,-0.49025893,0.23259228,0.1583061,-1.1730934,0.5769214
2,-0.6585132,-0.09564515,-0.2772277,-0.056846865,0.03306001,0.39725202,0.1583061,-1.1730934,0.5769214
3,-0.6585132,-0.09564515,-0.2772277,-0.09567627,0.4436195,0.50935316,0.1583061,-1.1730934,0.5769214
4,-0.6585132,-0.09564515,-0.2772277,-0.094558164,0.56918913,0.54891235,0.1583061,-1.1730934,0.5769214
5,0.12405981,-0.2070931,-0.18745846,0.02028157,0.43586767,0.5873419,0.1583061,-1.1730934,0.5769214
6,0.12405981,-0.2070931,-0.18745846,0.15096126,0.14005777,0.5677254,0.15146711,-1.1730934,0.56467706
7,0.12405981,-0.2070931,-0.18745846,0.21630111,-0.03167178,0.5403543,0.15146711,-1.1730934,0.56467706
8,0.1162198,-0.35355797,-0.04582631,0.41500604,-0.041009095,0.49634573,0.15146711,-1.1730934,0.56467706
9,0.1162198,-0.35355797,-0.04582631,0.59923226,0.084739804,0.48257893,0.14462811,-1.1730934,0.56467706
10,0.1162198,-0.35355797,-0.04582631,0.704964,0.185878,0.47947353,0.14462811,-1.1730934,0.56467706
11,0.0034665763,-0.27727655,-0.22945476,0.853555,0.37754095,0.50703067,0.14462811,-1.1730934,0.56467706
12,0.0034665763,-0.27727655,-0.22945476,0.90010494,0.6339727,0.5527647,0.13095011,-1.1730934,0.56467706
13,0.0034665763,-0.27727655,-0.22945476,0.9178135,0.81850505,0.57805276,0.13095011,-1.1730934,0.56467706
14,0.37878802,-0.5786986,-0.48248675,0.94701844,1.1045926,0.60195726,0.13095011,-1.1730934,0.56467706
15,0.37878802,-0.5786986,-0.48248675,0.9748176,1.0760416,0.62115675,0.11043311,-1.1730934,0.56467706
16,0.37878802,-0.5786986,-0.48248675,0.9443454,0.8104191,0.6395834,0.11043311,-1.1730934,0.56467706
17,0.761308,-0.7472735,-0.45626017,0.9331255,0.4547669,0.6303394,0.11043311,-1.1730934,0.56467706
18,0.761308,-0.7472735,-0.45626017,0.995751,0.28343844,0.60551405,0.08991611,-1.170598,0.58916575
19,0.761308,-0.7472735,-0.45626017,1.0338413,0.20936565,0.5787027,0.08991611,-1.170598,0.58916575
20,0.19148365,-0.8188785,-0.5242723,1.0040346,0.23920654,0.54343754,0.08991611,-1.170598,0.58916575
21,0.19148365,-0.8188785,-0.5242723,0.8495301,0.33137318,0.55017614,-0.06738086,-1.1531305,0.65038735
22,0.19148365,-0.8188785,-0.5242723,0.7714919,0.37531954,0.55162054,-0.06738086,-1.1531305,0.65038735
23,-0.015563197,-0.93668634,-0.3890492,0.676092,0.4315184,0.538621,-0.06738086,-1.1531305,0.65038735
24,-0.015563197,-0.93668634,-0.3890492,0.611495,0.48012847,0.53557336,-0.27938986,-1.1157002,0.8095633
25,-0.015563197,-0.93668634,-0.3890492,0.6069542,0.53280246,0.5271382,-0.27938986,-1.1157002,0.8095633
26,0.4772867,-0.8137906,-0.44820663,0.5553068,0.72542804,0.5095806,-0.27938986,-1.1157002,0.8095633
27,0.4772867,-0.8137906,-0.44820663,0.4708703,0.79294485,0.49747524,-0.46404284,-1.0957375,0.8830292
28,0.4772867,-0.8137906,-0.44820663,0.43033862,0.8067612,0.48543158,-0.46404284,-1.0957375,0.8830292
29,0.41955593,-0.7541197,-0.260952,0.4142535,0.73764575,0.4660253,-0.46404284,-1.0957375,0.8830292
30,0.41955593,-0.7541197,-0.260952,0.41826066,0.6787341,0.43971685,-0.5871448,-1.0714077,0.9381287
31,0.41955593,-0.7541197,-0.260952,0.29609492,0.45290586,0.41263467,-0.6281788,-1.0632979,0.95649517
32,-0.29338375,-0.95655173,-0.15313616,0.18035658,0.26180565,0.38071102,-0.6281788,-1.0632979,0.95649517
33,-0.29338375,-0.95655173,-0.15313616,0.18293819,0.06179761,0.35868695,-0.75811976,-1.035849,0.98098385
34,-0.29338375,-0.95655173,-0.15313616,0.19075918,0.0095279105,0.357062,-0.75811976,-1.035849,0.98098385
35,0.30879834,-0.94630104,-0.14111914,0.079087436,0.2432495,0.31041566,-0.75811976,-1.035849,0.98098385
36,0.30879834,-0.94630104,-0.14111914,-0.010507358,0.56813025,0.21444722,-0.8538658,-1.0483257,1.0666939
37,0.30879834,-0.94630104,-0.14111914,-0.025654325,0.66814536,0.1750697,-0.8538658,-1.0483257,1.0666939
38,0.7266695,-0.73171043,-0.089382716,0.055355772,0.60988003,0.115055576,-0.8538658,-1.0483257,1.0666939
39,0.7266695,-0.73171043,-0.089382716,0.13656981,0.40525162,0.10348721,-0.92225575,-1.0308582,0.9687395
40,0.7266695,-0.73171043,-0.089382716,0.18838318,0.2881071,0.09696468,-0.92225575,-1.0308582,0.9687395
41,0.5673753,-0.9650441,-0.23801427,0.15366726,0.16393049,0.041644793,-0.92225575,-1.0308582,0.9687395
42,0.5673753,-0.9650441,-0.23801427,0.10799537,0.051208906,0.026821807,-0.93593377,-1.0233722,0.9197623
43,0.5673753,-0.9650441,-0.23801427,0.07116746,-0.0010607962,0.044641886,-0.93593377,-1.0233722,0.9197623
44,0.39204472,-0.994786,-0.44614056,-0.051790267,-0.07049703,0.046447366,-0.93593377,-1.0233722,0.9197623
45,0.39204472,-0.994786,-0.44614056,-0.2112789,-0.07287146,-0.007301752,-0.97696775,-1.0283629,0.8830292
46,0.39204472,-0.994786,-0.44614056,-0.30384368,-0.07999478,-0.035413068,-0.97696775,-1.0283629,0.8830292
