,x-acc,y-acc,z-acc,x-mag,y-mag,z-mag
0,-1.7148812,1.477422,-1.0692053,-0.100257754,-1.4884045,1.1901081
1,-1.681692,1.4880965,-1.0645698,-0.100257754,-1.4884045,1.1901081
2,-1.5754778,1.5153502,-1.035723,-0.100257754,-1.4884045,1.1901081
3,-1.4692636,1.5426039,-1.0068762,-0.100257754,-1.4884045,1.1901081
4,-1.4108458,1.5575933,-0.9910106,-0.022222776,-1.4627018,1.2009796
5,-1.344405,1.5826954,-1.0137817,-0.004881734,-1.4569901,1.2033955
6,-1.2558175,1.6161648,-1.0441431,-0.004881734,-1.4569901,1.2033955
7,-1.16723,1.649634,-1.0745045,-0.004881734,-1.4569901,1.2033955
8,-1.1583713,1.6529809,-1.0775405,-0.023956938,-1.4491365,1.2033955
9,-1.2813429,1.5881608,-1.0434672,-0.023956938,-1.4491365,1.2033955
10,-1.4705299,1.4884373,-0.99104655,-0.023956938,-1.4491365,1.2033955
11,-1.5745827,1.4335893,-0.9622152,-0.022783075,-1.449942,1.203162
12,-1.5745827,1.4335893,-0.9622152,-0.016913759,-1.4539696,1.2019937
13,-1.5745827,1.4335893,-0.9622152,-0.011044443,-1.4579971,1.2008257
14,-1.5745827,1.4335893,-0.9622152,-0.005175127,-1.4620246,1.1996574
15,-1.3662914,1.4812831,-1.0487452,0.0065635047,-1.4637965,1.1980805
16,-1.3662914,1.4812831,-1.0487452,0.025638709,-1.4664143,1.1955495
17,-1.3662914,1.4812831,-1.0487452,0.04471391,-1.4690323,1.1930186
18,-1.4999542,1.6243647,-1.1351312,0.052343875,-1.4700794,1.1920062
19,-1.4999542,1.6243647,-1.1351312,0.052343875,-1.4700794,1.1920062
20,-1.4999542,1.6243647,-1.1351312,0.052343875,-1.4700794,1.1920062
21,-1.5992731,1.6323137,-1.0775405,0.052343875,-1.4700794,1.1920062
22,-1.6191369,1.6339035,-1.0660224,0.046402376,-1.4708948,1.1931887
23,-1.6191369,1.6339035,-1.0660224,0.040148273,-1.4717531,1.1944335
24,-1.6191369,1.6339035,-1.0660224,0.03389417,-1.4726115,1.1956782
25,-1.2177771,1.6815974,-1.117854,0.033268675,-1.4725927,1.1959546
26,-1.2177771,1.6815974,-1.117854,0.033268675,-1.4715455,1.197473
27,-1.2177771,1.6815974,-1.117854,0.033268675,-1.4704984,1.1989917
28,-1.6725649,1.6386728,-1.0763887,0.033268675,-1.4700794,1.199599
29,-1.723097,1.6339035,-1.0717815,0.033268675,-1.4700794,1.199599
30,-1.723097,1.6339035,-1.0717815,0.033268675,-1.4700794,1.199599
31,-1.7335802,1.6103371,-1.0331111,0.033268675,-1.4700794,1.199599
32,-1.7527997,1.567132,-0.9622152,0.02976513,-1.468637,1.2002964
33,-1.7527997,1.567132,-0.9622152,0.021979155,-1.4654315,1.2018459
34,-1.7527997,1.567132,-0.9622152,0.01419347,-1.4622258,1.2033955
35,-1.6824511,1.567132,-0.97130847,0.01419347,-1.4622258,1.2033955
36,-1.6636914,1.567132,-0.97373337,0.021129828,-1.4612739,1.2013247
37,-1.6636914,1.567132,-0.97373337,0.029800348,-1.460084,1.1987363
38,-1.6636914,1.5411654,-0.97821265,0.033268675,-1.459608,1.1977009
39,-1.6636914,1.5003606,-0.9852515,0.033268675,-1.459608,1.1977009
40,-1.6636914,1.5003606,-0.9852515,0.033268675,-1.459608,1.1977009
41,-1.709388,1.5113671,-0.9985693,0.033268675,-1.459608,1.1977009
42,-1.892175,1.5553921,-1.0518407,0.033268675,-1.459608,1.1977009
43,-1.9013144,1.5575933,-1.0545043,0.037799094,-1.454634,1.1940942
44,-1.9013144,1.5575933,-1.0545043,0.042567894,-1.4493983,1.1902978
45,-1.6097834,1.5410839,-0.9613901,0.042806275,-1.4491365,1.1901081
46,-1.3959942,1.528977,-0.8931064,0.052085996,-1.4465895,1.1887228
47,-1.3959942,1.528977,-0.8931064,0.072707914,-1.4409292,1.1856446
48,-1.4380981,1.5069016,-0.9153199,0.08095668,-1.438665,1.1844134
49,-1.5316621,1.457845,-0.96468335,0.08095668,-1.438665,1.1844134
50,-1.5597314,1.4431281,-0.9794924,0.08095668,-1.438665,1.1844134
51,-1.5936774,1.4453083,-0.98609066,0.08095668,-1.438665,1.1844134
52,-1.763408,1.4562098,-1.0190818,0.08095668,-1.438665,1.1844134
53,-1.8567598,1.4622056,-1.0372272,0.09168649,-1.4364562,1.1828117
54,-1.8567598,1.4622056,-1.0372272,0.11553049,-1.4315478,1.1792526
55,-1.7216117,1.4795488,-1.0350806,0.11910709,-1.4308114,1.1787188
56,-1.4963652,1.5084541,-1.031503,0.11910709,-1.4308114,1.1787188
57,-1.4851029,1.5098995,-1.031324,0.15035082,-1.425666,1.1725005
58,-1.5252919,1.5073215,-1.0235415,0.1667951,-1.4229579,1.1692277
59,-1.6860486,1.4970093,-0.99241143,0.1667951,-1.4229579,1.1692277
60,-1.7825029,1.4908218,-0.97373337,0.1667951,-1.4229579,1.1692277
61,-1.7507868,1.4993008,-0.98296064,0.1667951,-1.4229579,1.1692277
62,-1.5922065,1.5416954,-1.0290972,0.1667951,-1.4229579,1.1692277
63,-1.4336262,1.5840899,-1.0752337,0.1667951,-1.4229579,1.1692277
64,-1.4256971,1.5862097,-1.0775405,0.2244541,-1.420697,1.165949
65,-1.4514396,1.5751871,-1.0591979,0.23355831,-1.42034,1.1654313
66,-1.4910434,1.5582292,-1.0309786,0.23355831,-1.42034,1.1654313
67,-1.5148057,1.5480546,-1.0140468,0.2526335,-1.419031,1.1644822
68,-1.5338123,1.5444014,-1.0059596,0.27170873,-1.4177221,1.1635331
69,-1.5971681,1.5322243,-0.97900224,0.27170873,-1.4177221,1.1635331
70,-1.6605234,1.5200471,-0.95204496,0.27170873,-1.4177221,1.1635331
71,-1.6742996,1.5211415,-0.9522397,0.27170873,-1.4177221,1.1635331
72,-1.7167321,1.5279549,-0.95841014,0.27170873,-1.4177221,1.1635331
73,-1.7591647,1.5347683,-0.96458054,0.27170873,-1.4177221,1.1635331
74,-1.7825029,1.5385158,-0.9679743,0.29316834,-1.4157587,1.1635331
75,-1.7787224,1.553084,-0.9621105,0.30032152,-1.4151043,1.1635331
76,-1.773322,1.5738959,-0.9537337,0.30032152,-1.4151043,1.1635331
77,-1.7679214,1.5947078,-0.94535685,0.30032152,-1.4151043,1.1635331
78,-1.7676511,1.5957484,-0.94493806,0.28124633,-1.4098685,1.1616349
79,-1.6953313,1.6057019,-0.9749853,0.28124633,-1.4098685,1.1616349
80,-1.6049312,1.6181438,-1.0125445,0.28124633,-1.4098685,1.1616349
81,-1.5610614,1.6183852,-1.0297768,0.28124633,-1.4098685,1.1616349
82,-1.5654945,1.5984534,-1.0246195,0.28124633,-1.4098685,1.1616349
83,-1.5699279,1.5785217,-1.0194621,0.28124633,-1.4098685,1.1616349
84,-1.5743611,1.5585899,-1.0143046,0.28124633,-1.4098685,1.1616349
85,-1.5745827,1.5575933,-1.0140468,0.26809108,-1.4188505,1.1612749
86,-1.5745827,1.5575933,-1.0140468,0.26151332,-1.4161423,1.1606203
87,-1.5745827,1.5575933,-1.0140468,0.25493583,-1.4134343,1.1599658
88,-1.7379484,1.5766708,-1.0429862,0.2526335,-1.4124864,1.1597368
89,-1.7379484,1.5766708,-1.0429862,0.2526335,-1.4124864,1.1597368
90,-1.7379484,1.5766708,-1.0429862,0.2526335,-1.4124864,1.1597368
91,-1.3365884,1.6434422,-1.0602634,0.2526335,-1.4124864,1.1597368
92,-1.3365884,1.6434422,-1.0602634,0.2557607,-1.411628,1.1622261
93,-1.3365884,1.6434422,-1.0602634,0.25888762,-1.4107697,1.1647155
94,-1.3365884,1.6434422,-1.0602634,0.2620148,-1.4099114,1.1672051
95,-1.5445085,1.5957484,-1.0082878,0.25888237,-1.4112226,1.1670022
96,-1.5445085,1.5957484,-1.0082878,0.2523046,-1.4139308,1.1663477
97,-1.5445085,1.5957484,-1.0082878,0.24572684,-1.4166389,1.1656932
98,-1.6488397,1.6339035,-1.0082878,0.24309592,-1.4177221,1.1654313
99,-1.6488397,1.6339035,-1.0082878,0.24309592,-1.4177221,1.1654313
100,-1.6488397,1.6339035,-1.0082878,0.24309592,-1.4177221,1.1654313
101,-1.6162363,1.6249609,-0.9974895,0.24309592,-1.4177221,1.1654313
102,-1.5445085,1.6052872,-0.97373337,0.23622882,-1.4205495,1.1654313
103,-1.5445085,1.6052872,-0.97373337,0.2209686,-1.4268322,1.1654313
104,-1.5445085,1.6052872,-0.97373337,0.20570838,-1.4331152,1.1654313
105,-1.6141616,1.4272301,-1.0059841,0.2049455,-1.4334294,1.1654313
106,-1.6191369,1.4145117,-1.0082878,0.20108977,-1.4270796,1.164664
107,-1.6191369,1.4145117,-1.0082878,0.19703147,-1.4203956,1.1638563
108,-1.6530833,1.5599554,-1.0126756,0.1954079,-1.4177221,1.1635331
109,-1.7082456,1.796301,-1.0198059,0.1954079,-1.4177221,1.1635331
110,-1.7082456,1.796301,-1.0198059,0.1954079,-1.4177221,1.1635331
111,-1.7396622,1.737555,-1.0342313,0.1954079,-1.4177221,1.1635331
112,-1.865328,1.5025711,-1.0919327,0.1954079,-1.4177221,1.1635331
113,-1.8716112,1.4908218,-1.0948178,0.19993833,-1.4177221,1.1626315
114,-1.8716112,1.4908218,-1.0948178,0.20470713,-1.4177221,1.1616824
115,-1.9068148,1.4569063,-1.0196513,0.2049455,-1.4177221,1.1616349
116,-1.9310172,1.4335893,-0.9679743,0.21190543,-1.4158118,1.1634818
117,-1.9310172,1.4335893,-0.9679743,0.22737174,-1.4115667,1.1675861
118,-1.8663415,1.43082,-0.96295834,0.23355831,-1.4098685,1.1692277
119,-1.722618,1.4246659,-0.95181173,0.23355831,-1.4098685,1.1692277
120,-1.7082456,1.4240506,-0.9506971,0.23355831,-1.4098685,1.1692277
121,-1.7226844,1.4306747,-0.9530967,0.23355831,-1.4098685,1.1692277
122,-1.7804401,1.4571713,-0.9626951,0.23355831,-1.4098685,1.1692277
123,-1.8122057,1.4717444,-0.9679743,0.24548031,-1.4046328,1.1697023
124,-1.8122057,1.4717444,-0.9679743,0.27197358,-1.3929977,1.1707568
125,-1.818281,1.4669641,-0.9664036,0.28124633,-1.3889256,1.1711259
126,-1.9397928,1.3713597,-0.9349905,0.28124633,-1.3889256,1.1711259
127,-1.9458685,1.3665794,-0.9334199,0.34165123,-1.3797145,1.1711259
128,-1.9611007,1.3665794,-0.92633176,0.36708474,-1.3758363,1.1711259
129,-1.9991814,1.3665794,-0.90861154,0.36708474,-1.3758363,1.1711259
130,-2.0201259,1.3665794,-0.8988655,0.36708474,-1.3758363,1.1711259
131,-1.9926829,1.3603585,-0.89636153,0.36708474,-1.3758363,1.1711259
132,-1.8829113,1.3354748,-0.88634574,0.36708474,-1.3758363,1.1711259
133,-1.77314,1.310591,-0.87632996,0.36708474,-1.3758363,1.1711259
134,-1.7676511,1.3093468,-0.87582916,0.41023096,-1.3545195,1.159104
135,-1.8466339,1.3290747,-0.906457,0.41477275,-1.3522755,1.1578385
136,-1.9681456,1.3594254,-0.9535766,0.41477275,-1.3522755,1.1578385
137,-2.0349772,1.3761182,-0.9794924,0.45769197,-1.3390225,1.1546353
138,-1.9816331,1.3636594,-0.9757314,0.49107355,-1.3287147,1.1521438
139,-1.8482733,1.3325124,-0.9663288,0.49107355,-1.3287147,1.1521438
140,-1.7149136,1.3013655,-0.9569263,0.49107355,-1.3287147,1.1521438
141,-1.7082456,1.299808,-0.9564561,0.49107355,-1.3287147,1.1521438
142,-1.7606626,1.3334744,-0.9677484,0.49107355,-1.3287147,1.1521438
143,-1.8130791,1.3671404,-0.97904074,0.49107355,-1.3287147,1.1521438
144,-1.8419085,1.385657,-0.9852515,0.58549577,-1.3051538,1.1436019
145,-1.8502463,1.3937565,-0.9707023,0.5959872,-1.302536,1.1426529
146,-1.8606682,1.4038811,-0.9525157,0.5959872,-1.302536,1.1426529
147,-1.8710904,1.4140056,-0.9343292,0.5959872,-1.302536,1.1426529
148,-1.8627006,1.400168,-0.9282367,0.672288,-1.2999182,1.1312636
149,-1.8428985,1.3682925,-0.9167186,0.672288,-1.2999182,1.1312636
150,-1.8230968,1.3364171,-0.9052004,0.672288,-1.2999182,1.1312636
151,-1.8189564,1.3203309,-0.90148324,0.672288,-1.2999182,1.1312636
152,-1.845959,1.326112,-0.9119542,0.672288,-1.2999182,1.1312636
153,-1.8729615,1.3318931,-0.9224253,0.672288,-1.2999182,1.1312636
154,-1.8999641,1.3376741,-0.9328963,0.672288,-1.2999182,1.1312636
155,-1.9013144,1.3379631,-0.9334199,0.73623693,-1.2700058,1.1224571
156,-1.9013144,1.3379631,-0.9334199,0.7612536,-1.2682892,1.1205901
157,-1.9013144,1.3379631,-0.9334199,0.78627,-1.2665726,1.1187229
158,-1.8419085,1.3570408,-0.9276608,0.7962768,-1.265886,1.1179761
159,-1.8419085,1.3570408,-0.9276608,0.7962768,-1.265886,1.1179761
160,-1.8419085,1.3570408,-0.9276608,0.7962768,-1.265886,1.1179761
161,-1.7924036,1.2854999,-0.90366465,0.7962768,-1.265886,1.1179761
162,-1.7825029,1.2711918,-0.8988655,0.8083577,-1.265886,1.1149707
163,-1.7825029,1.2711918,-0.8988655,0.82107466,-1.265886,1.111807
164,-1.7825029,1.2711918,-0.8988655,0.83379126,-1.265886,1.1086432
165,-1.8122057,1.385657,-0.94493806,0.8360717,-1.2663373,1.1081578
166,-1.8122057,1.385657,-0.94493806,0.8393605,-1.2672399,1.1075033
167,-1.8122057,1.385657,-0.94493806,0.8426492,-1.2681427,1.1068487
168,-1.7825029,1.3188856,-0.92190176,0.8439648,-1.2685038,1.1065868
169,-1.7825029,1.3188856,-0.92190176,0.8439648,-1.2685038,1.1065868
170,-1.7825029,1.3188856,-0.92190176,0.8439648,-1.2685038,1.1065868
171,-1.8057079,1.3397516,-0.9291006,0.8439648,-1.2685038,1.1065868
172,-1.8567598,1.385657,-0.94493806,0.8491152,-1.2699174,1.1065868
173,-1.8567598,1.385657,-0.94493806,0.8605602,-1.2730588,1.1065868
174,-1.8567598,1.385657,-0.94493806,0.8720054,-1.2762003,1.1065868
175,-1.9013144,1.400144,-0.9276608,0.8725776,-1.2763574,1.1065868
176,-1.9161657,1.4049729,-0.92190176,0.8829823,-1.2763574,1.1052063
177,-1.9161657,1.4049729,-0.92190176,0.8959882,-1.2763574,1.1034807
178,-1.9036591,1.3807746,-0.9291764,0.90119046,-1.2763574,1.1027905
179,-1.8864626,1.347502,-0.93917894,0.90119046,-1.2763574,1.1027905
180,-1.8864626,1.347502,-0.93917894,0.90119046,-1.2763574,1.1027905
181,-1.8809623,1.3404361,-0.930647,0.90119046,-1.2763574,1.1027905
182,-1.8589602,1.3121732,-0.8965192,0.90119046,-1.2763574,1.1027905
183,-1.8567598,1.3093468,-0.8931064,0.89678836,-1.2727326,1.1027905
184,-1.8567598,1.3093468,-0.8931064,0.8918973,-1.2687051,1.1027905
