,x-acc,y-acc,z-acc,x-gyro,y-gyro,z-gyro,x-mag,y-mag,z-mag
0,-0.21543662,0.23466986,0.34044895,0.5311128,-0.08600798,0.32481146,-0.7231873,-1.1874758,0.45749378
1,-0.21543662,0.23466986,0.34044895,0.68325466,-0.003404637,0.31744704,-0.7674614,-1.176356,0.5273897
2,-0.21543662,0.23466986,0.34044895,0.70900273,0.025085762,0.31110427,-0.7674614,-1.176356,0.5273897
3,-0.106955886,0.10182022,0.22882739,0.72524816,0.24461687,0.31573987,-0.7674614,-1.176356,0.5273897
4,-0.106955886,0.10182022,0.22882739,0.82307065,0.37924528,0.30739787,-0.8243852,-1.154116,0.54136884
5,-0.106955886,0.10182022,0.22882739,0.87318534,0.4020128,0.289062,-0.8243852,-1.154116,0.54136884
6,0.4542505,-0.28451046,0.16851732,0.8404647,0.25057724,0.04038155,-0.8243852,-1.154116,0.54136884
7,0.4542505,-0.28451046,0.16851732,0.87222207,0.17237516,-0.060438644,-0.925583,-1.1096361,0.58796614
8,0.4542505,-0.28451046,0.16851732,0.8895729,0.15665992,-0.07915272,-0.925583,-1.1096361,0.58796614
9,-0.15451035,0.24439465,0.067375936,0.96293426,0.23906611,-0.073298864,-0.925583,-1.1096361,0.58796614
10,-0.15451035,0.24439465,0.067375936,0.7444735,0.40402833,-0.053475253,-0.9445576,-1.0707164,0.676501
11,-0.15451035,0.24439465,0.067375936,0.66925895,0.44824356,-0.036802605,-0.9445576,-1.0707164,0.676501
12,0.14601372,-0.2254,0.6158098,0.59270483,0.4647105,0.0074098394,-0.9445576,-1.0707164,0.676501
13,0.14601372,-0.2254,0.6158098,0.6118302,0.30835232,0.013378149,-1.06473,-1.0345764,0.6858205
14,0.14601372,-0.2254,0.6158098,0.61266804,0.27980465,0.014003069,-1.06473,-1.0345764,0.6858205
15,-0.06727396,-0.20633836,0.34763908,0.45333177,0.20795907,0.06316719,-1.06473,-1.0345764,0.6858205
16,-0.06727396,-0.20633836,0.34763908,0.32853612,0.26207706,0.05933431,-1.0837047,-0.9845366,0.64388293
17,-0.06727396,-0.20633836,0.34763908,0.30765915,0.27040112,0.056353178,-1.0837047,-0.9845366,0.64388293
18,-0.0970525,-0.0877018,0.37550637,0.26780337,0.23076405,0.100054175,-1.0837047,-0.9845366,0.64388293
19,-0.0970525,-0.0877018,0.37550637,0.31369343,0.16476716,0.17957321,-1.159603,-0.9650766,0.70445937
20,-0.0970525,-0.0877018,0.37550637,0.3235107,0.15002875,0.19503894,-1.159603,-0.9650766,0.70445937
21,0.1172848,0.0034089591,0.24880728,0.26964715,0.1326281,0.26598012,-1.159603,-0.9650766,0.70445937
22,0.1172848,0.0034089591,0.24880728,0.18896374,0.17375295,0.2443089,-1.2608008,-0.95951676,0.7929942
23,0.1172848,0.0034089591,0.24880728,0.16920668,0.18479551,0.23912355,-1.2608008,-0.95951676,0.7929942
24,0.16712113,-0.025848443,0.54693687,0.16981933,0.14124715,0.18023808,-1.2608008,-0.95951676,0.7929942
25,0.16712113,-0.025848443,0.54693687,0.16292733,0.07045487,0.15072852,-1.3366994,-0.9344968,0.7650359
26,0.16712113,-0.025848443,0.54693687,0.15190014,0.05483231,0.14907534,-1.3366994,-0.9344968,0.7650359
27,0.09873308,-0.05442705,0.62291276,0.04994372,0.004793404,0.15676147,-1.3366994,-0.9344968,0.7650359
28,0.09873308,-0.05442705,0.62291276,-0.03418361,-0.012817274,0.13492079,-1.3683237,-0.89279693,0.7137788
29,0.09873308,-0.05442705,0.62291276,-0.06052633,-0.016349608,0.12659943,-1.3683237,-0.89279693,0.7137788
30,0.2355548,0.0009846955,0.7540567,-0.16842428,-0.05777249,-0.00086042215,-1.3683237,-0.89279693,0.7137788
31,0.2355548,0.0009846955,0.7540567,-0.26240042,-0.11122387,-0.1224857,-1.3683237,-0.884457,0.75571644
